Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	Total_Depth	Methylated_Reads	Unmethylated_Reads	Methylation_Frequency	GC_Context_100bp	WGBS_Benchmark_Freq
T7	TPOX	chr2	1482729	2366	20	13	7	0.65	0.49	0.7467
T7	TPOX	chr2	1482960	2597	28	24	4	0.8571	0.54	0.8055
T7	TPOX	chr2	1482972	2609	23	14	9	0.6087	0.54	0.8194
T7	TPOX	chr2	1483038	2675	19	7	12	0.3684	0.56	0.4324
T7	TPOX	chr2	1483041	2678	12	3	9	0.25	0.56	0.3767
T7	TPOX	chr2	1483200	2837	19	11	8	0.5789	0.55	0.3064
T7	TPOX	chr2	1483229	2866	21	12	9	0.5714	0.59	0.4253
T7	TPOX	chr2	1483497	3134	17	8	9	0.4706	0.57	0.4934
T7	TPOX	chr2	1483509	3146	14	9	5	0.6429	0.57	0.508
T7	TPOX	chr2	1483511	3148	12	7	5	0.5833	0.57	0.535
T7	TPOX	chr2	1483552	3189	19	16	3	0.8421	0.53	0.7097
T7	TPOX	chr2	1483595	3232	9	9	0	1.0	0.52	0.9767
T7	TPOX	chr2	1483604	3241	16	11	5	0.6875	0.53	0.7985
T7	TPOX	chr2	1483675	3312	6	6	0	1.0	0.53	0.8099
T7	TPOX	chr2	1483735	3372	20	11	9	0.55	0.59	0.5219
T7	TPOX	chr2	1483745	3382	10	5	5	0.5	0.6	0.6348
T7	TPOX	chr2	1483753	3390	5	2	3	0.4	0.63	0.488
T7	TPOX	chr2	1483800	3437	10	5	5	0.5	0.59	0.6624
T7	TPOX	chr2	1483834	3471	11	11	0	1.0	0.49	0.8088
T7	TPOX	chr2	1484123	3760	22	20	2	0.9091	0.42	0.8505
T7	TPOX	chr2	1484164	3801	16	12	4	0.75	0.41	0.8849
T7	TPOX	chr2	1484308	3945	19	11	8	0.5789	0.63	0.5999
T7	TPOX	chr2	1484326	3963	17	6	11	0.3529	0.64	0.4896
T7	TPOX	chr2	1484403	4040	10	9	1	0.9	0.5	0.8651
T7	TPOX	chr2	1484480	4117	11	11	0	1.0	0.52	1.0
T7	TPOX	chr2	1484533	4170	10	7	3	0.7	0.59	0.5917
T7	TPOX	chr2	1484537	4174	13	8	5	0.6154	0.59	0.6512
T7	TPOX	chr2	1484542	4179	12	8	4	0.6667	0.58	0.5241
T7	TPOX	chr2	1484637	4274	12	8	4	0.6667	0.58	0.6871
T7	TPOX	chr2	1484655	4292	11	5	6	0.4545	0.6	0.7239
T7	TPOX	chr2	1484685	4322	20	12	8	0.6	0.62	0.5686
T7	TPOX	chr2	1484706	4343	13	6	7	0.4615	0.63	0.6138
T7	TPOX	chr2	1484721	4358	19	11	8	0.5789	0.65	0.557
T7	TPOX	chr2	1484728	4365	19	3	16	0.1579	0.66	0.3452
T7	TPOX	chr2	1484733	4370	8	5	3	0.625	0.66	0.3618
T7	TPOX	chr2	1484744	4381	14	7	7	0.5	0.66	0.3441
T7	TPOX	chr2	1484753	4390	9	1	8	0.1111	0.68	0.25
T7	TPOX	chr2	1484772	4409	14	5	9	0.3571	0.71	0.3586
T7	TPOX	chr2	1484793	4430	20	5	15	0.25	0.66	0.4215
T7	TPOX	chr2	1484802	4439	17	6	11	0.3529	0.66	0.4425
T7	TPOX	chr2	1484848	4485	21	8	13	0.381	0.61	0.589
T7	TPOX	chr2	1484866	4503	10	10	0	1.0	0.49	0.8222
T7	TPOX	chr2	1484954	4591	304	268	36	0.8816	0.33	0.8376
T7	TPOX	chr2	1484969	4606	235	195	40	0.8298	0.39	0.8657
T7	TPOX	chr2	1485014	4651	309	274	35	0.8867	0.44	0.9211
T7	TPOX	chr2	1485071	4708	292	226	66	0.774	0.53	0.807
T7	TPOX	chr2	1485078	4715	350	292	58	0.8343	0.53	0.8465
T7	TPOX	chr2	1485095	4732	322	175	147	0.5435	0.55	0.4469
T7	TPOX	chr2	1485150	4787	304	237	67	0.7796	0.43	0.8282
T7	TPOX	chr2	1485173	4810	343	271	72	0.7901	0.46	0.7468
T7	TPOX	chr2	1485238	4875	337	268	69	0.7953	0.4	0.8518
T7	TPOX	chr2	1485367	5004	313	239	74	0.7636	0.37	0.8741
T7	TPOX	chr2	1485432	5069	351	277	74	0.7892	0.41	0.747
T7	TPOX	chr2	1485475	5112	372	269	103	0.7231	0.44	0.6737
T7	TPOX	chr2	1485591	5228	404	284	120	0.703	0.39	0.8079
T7	TPOX	chr2	1485731	5368	353	240	113	0.6799	0.4	0.603
T7	TPOX	chr2	1486025	5662	353	253	100	0.7167	0.32	0.62
T7	TPOX	chr2	1486088	5725	8	5	3	0.625	0.34	0.6576
T7	TPOX	chr2	1486093	5730	19	17	2	0.8947	0.36	0.8424
T7	TPOX	chr2	1486131	5768	15	8	7	0.5333	0.48	0.6886
T7	TPOX	chr2	1486137	5774	12	8	4	0.6667	0.47	0.7801
T7	TPOX	chr2	1486150	5787	18	12	6	0.6667	0.47	0.6614
T7	TPOX	chr2	1486249	5886	104	67	37	0.6442	0.48	0.5911
T7	TPOX	chr2	1486296	5933	233	108	125	0.4635	0.58	0.5323
T7	TPOX	chr2	1486311	5948	266	90	176	0.3383	0.56	0.303
T7	TPOX	chr2	1486394	6031	205	145	60	0.7073	0.43	0.7756
T7	TPOX	chr2	1486450	6087	200	104	96	0.52	0.58	0.5055
T7	TPOX	chr2	1486485	6122	185	105	80	0.5676	0.55	0.4169
T7	TPOX	chr2	1486783	6420	16	6	10	0.375	0.58	0.4925
T7	TPOX	chr2	1486793	6430	20	15	5	0.75	0.61	0.5228
T7	TPOX	chr2	1486830	6467	8	6	2	0.75	0.64	0.4302
T7	TPOX	chr2	1486834	6471	18	7	11	0.3889	0.64	0.411
T7	TPOX	chr2	1486837	6474	11	5	6	0.4545	0.64	0.4719
T7	TPOX	chr2	1486916	6553	14	10	4	0.7143	0.63	0.5093
T7	TPOX	chr2	1486952	6589	20	19	1	0.95	0.53	0.9219
T7	TPOX	chr2	1486962	6599	20	20	0	1.0	0.51	0.821
T7	TPOX	chr2	1487004	6641	21	17	4	0.8095	0.49	0.8716
T7	TPOX	chr2	1487047	6684	16	10	6	0.625	0.58	0.573
T7	TPOX	chr2	1487063	6700	16	12	4	0.75	0.6	0.5604
T7	TPOX	chr2	1487077	6714	16	9	7	0.5625	0.61	0.5476
T7	TPOX	chr2	1487097	6734	8	6	2	0.75	0.65	0.5491
T7	TPOX	chr2	1487203	6840	17	17	0	1.0	0.35	0.9752
T7	TPOX	chr2	1487420	7057	16	15	1	0.9375	0.48	0.9578
T7	TPOX	chr2	1487460	7097	386	243	143	0.6295	0.57	0.5456
T7	TPOX	chr2	1487462	7099	349	214	135	0.6132	0.57	0.6502
T7	TPOX	chr2	1487472	7109	594	356	238	0.5993	0.58	0.5389
T7	TPOX	chr2	1487500	7137	637	381	256	0.5981	0.61	0.6653
T7	TPOX	chr2	1487550	7187	635	623	12	0.9811	0.47	1.0
T7	TPOX	chr2	1487605	7242	556	528	28	0.9496	0.51	0.9861
T7	TPOX	chr2	1487609	7246	584	497	87	0.851	0.51	0.9189
T7	TPOX	chr2	1487629	7266	611	399	212	0.653	0.57	0.7127
T7	TPOX	chr2	1487653	7290	494	286	208	0.5789	0.63	0.6325
T7	TPOX	chr2	1487661	7298	646	364	282	0.5635	0.62	0.5755
T7	TPOX	chr2	1487691	7328	598	347	251	0.5803	0.59	0.5853
T7	TPOX	chr2	1487733	7370	574	526	48	0.9164	0.42	0.8986
T7	TPOX	chr2	1487841	7478	10	10	0	1.0	0.51	0.8469
T7	TPOX	chr2	1487894	7531	20	14	6	0.7	0.55	0.6126
T7	TPOX	chr2	1487905	7542	12	5	7	0.4167	0.55	0.4951
T7	TPOX	chr2	1487950	7587	13	9	4	0.6923	0.62	0.5078
T7	TPOX	chr2	1487973	7610	16	10	6	0.625	0.61	0.6358
T7	TPOX	chr2	1487981	7618	16	8	8	0.5	0.64	0.5558
T7	TPOX	chr2	1488033	7670	5	3	2	0.6	0.57	0.5894
T7	TPOX	chr2	1488043	7680	19	16	3	0.8421	0.52	0.66
T7	TPOX	chr2	1488115	7752	13	11	2	0.8462	0.45	0.7952
T7	TPOX	chr2	1488187	7824	14	9	5	0.6429	0.49	0.8027
T7	TPOX	chr2	1488217	7854	14	11	3	0.7857	0.52	0.8269
T7	TPOX	chr2	1488245	7882	14	6	8	0.4286	0.58	0.4934
T7	TPOX	chr2	1488272	7909	5	3	2	0.6	0.6	0.6064
T7	TPOX	chr2	1488274	7911	7	4	3	0.5714	0.6	0.4859
T7	TPOX	chr2	1488308	7945	17	6	11	0.3529	0.65	0.5629
T7	TPOX	chr2	1488390	8027	12	4	8	0.3333	0.57	0.4227
T7	TPOX	chr2	1488493	8130	22	2	20	0.0909	0.73	0.1592
T7	TPOX	chr2	1488520	8157	17	3	14	0.1765	0.7	0.2165
T7	TPOX	chr2	1488608	8245	11	6	5	0.5455	0.63	0.4107
T7	TPOX	chr2	1488644	8281	13	3	10	0.2308	0.57	0.39
T7	TPOX	chr2	1488690	8327	12	3	9	0.25	0.6	0.3043
T7	TPOX	chr2	1488775	8412	11	7	4	0.6364	0.64	0.3231
T7	TPOX	chr2	1488939	8576	12	8	4	0.6667	0.54	0.6659
T7	TPOX	chr2	1489033	8670	20	2	18	0.1	0.61	0.4384
T7	TPOX	chr2	1489055	8692	15	5	10	0.3333	0.61	0.3507
T7	TPOX	chr2	1489065	8702	15	8	7	0.5333	0.6	0.4332
T7	TPOX	chr2	1489177	8814	16	4	12	0.25	0.61	0.392
T7	TPOX	chr2	1489220	8857	18	9	9	0.5	0.61	0.4004
T7	TPOX	chr2	1489451	9088	21	10	11	0.4762	0.57	0.5213
T7	TPOX	chr2	1489556	9193	19	7	12	0.3684	0.57	0.5241
T7	TPOX	chr2	1489612	9249	17	10	7	0.5882	0.55	0.3426
T7	TPOX	chr2	1489615	9252	23	21	2	0.913	0.53	0.8434
T7	TPOX	chr2	1489699	9336	13	11	2	0.8462	0.43	0.8442
T7	TPOX	chr2	1489724	9361	11	10	1	0.9091	0.51	0.8065
T7	TPOX	chr2	1489750	9387	14	7	7	0.5	0.57	0.5474
T7	TPOX	chr2	1489759	9396	19	9	10	0.4737	0.55	0.4611
T7	TPOX	chr2	1489855	9492	19	11	8	0.5789	0.53	0.7072
T7	TPOX	chr2	1489881	9518	22	11	11	0.5	0.59	0.5407
T7	TPOX	chr2	1489889	9526	16	7	9	0.4375	0.58	0.5985
T7	TPOX	chr2	1489898	9535	11	4	7	0.3636	0.58	0.5454
T7	TPOX	chr2	1489906	9543	18	12	6	0.6667	0.56	0.5441
T7	TPOX	chr2	1489941	9578	21	13	8	0.619	0.6	0.5737
T7	TPOX	chr2	1489961	9598	15	7	8	0.4667	0.6	0.4414
T7	TPOX	chr2	1489966	9603	16	10	6	0.625	0.61	0.5422
T7	TPOX	chr2	1489991	9628	19	12	7	0.6316	0.65	0.5838
T7	TPOX	chr2	1490011	9648	14	6	8	0.4286	0.65	0.5027
T7	TPOX	chr2	1490016	9653	14	6	8	0.4286	0.65	0.3817
T7	TPOX	chr2	1490039	9676	22	13	9	0.5909	0.65	0.5422
T7	TPOX	chr2	1490041	9678	15	6	9	0.4	0.65	0.5211
T7	TPOX	chr2	1490061	9698	15	12	3	0.8	0.65	0.665
T7	TPOX	chr2	1490066	9703	17	10	7	0.5882	0.65	0.4363
T7	TPOX	chr2	1490091	9728	21	12	9	0.5714	0.64	0.4967
T7	TPOX	chr2	1490111	9748	20	10	10	0.5	0.64	0.4012
T7	TPOX	chr2	1490116	9753	22	18	4	0.8182	0.64	0.6221
T7	TPOX	chr2	1490141	9778	20	15	5	0.75	0.64	0.5651
T7	TPOX	chr2	1490161	9798	19	9	10	0.4737	0.64	0.5653
T7	TPOX	chr2	1490166	9803	17	10	7	0.5882	0.64	0.5538
T7	TPOX	chr2	1490191	9828	17	12	5	0.7059	0.64	0.6005
T7	TPOX	chr2	1490211	9848	17	9	8	0.5294	0.64	0.6118
T7	TPOX	chr2	1490216	9853	12	9	3	0.75	0.63	0.6293
T7	TPOX	chr2	1490241	9878	18	13	5	0.7222	0.63	0.6244
T7	TPOX	chr2	1490266	9903	19	15	4	0.7895	0.63	0.7207
T7	TPOX	chr2	1490291	9928	20	13	7	0.65	0.63	0.5426
T7	TPOX	chr2	1490311	9948	17	10	7	0.5882	0.63	0.4742
T7	TPOX	chr2	1490316	9953	18	13	5	0.7222	0.64	0.5862
T7	TPOX	chr2	1490341	9978	14	8	6	0.5714	0.64	0.5577
T7	TPOX	chr2	1490361	9998	11	6	5	0.5455	0.64	0.5742
T7	TPOX	chr2	1490366	10003	21	15	6	0.7143	0.64	0.5261
T7	TPOX	chr2	1490391	10028	17	10	7	0.5882	0.64	0.6504
T7	TPOX	chr2	1490411	10048	17	8	9	0.4706	0.64	0.6024
T7	TPOX	chr2	1490416	10053	17	12	5	0.7059	0.64	0.6516
T7	TPOX	chr2	1490441	10078	16	10	6	0.625	0.64	0.6116
T7	TPOX	chr2	1490461	10098	16	10	6	0.625	0.64	0.6803
T7	TPOX	chr2	1490466	10103	13	8	5	0.6154	0.63	0.5366
T7	TPOX	chr2	1490491	10128	19	15	4	0.7895	0.63	0.6021
T7	TPOX	chr2	1490530	10167	9	8	1	0.8889	0.59	0.4427
T7	TPOX	chr2	1490542	10179	12	10	2	0.8333	0.58	0.7726
T7	TPOX	chr2	1490583	10220	13	13	0	1.0	0.53	0.9907
T7	TPOX	chr2	1490593	10230	16	16	0	1.0	0.52	0.8676
T7	TPOX	chr2	1490600	10237	13	12	1	0.9231	0.49	0.8802
T7	TPOX	chr2	1490623	10260	20	19	1	0.95	0.52	0.9161
T7	TPOX	chr2	1490689	10326	19	18	1	0.9474	0.5	0.9967
T7	TPOX	chr2	1490744	10381	17	17	0	1.0	0.45	0.972
T7	TPOX	chr2	1490775	10412	11	10	1	0.9091	0.42	0.876
T7	TPOX	chr2	1490819	10456	12	11	1	0.9167	0.42	0.9216
T7	TPOX	chr2	1490846	10483	15	13	2	0.8667	0.4	0.8912
T7	TPOX	chr2	1490909	10546	249	158	91	0.6345	0.55	0.685
T7	TPOX	chr2	1490937	10574	271	180	91	0.6642	0.61	0.6702
T7	TPOX	chr2	1490942	10579	250	131	119	0.524	0.61	0.4839
T7	TPOX	chr2	1490953	10590	274	160	114	0.5839	0.6	0.5312
T7	TPOX	chr2	1491030	10667	296	287	9	0.9696	0.49	0.9669
T7	TPOX	chr2	1491156	10793	232	218	14	0.9397	0.45	0.9061
T7	TPOX	chr2	1491205	10842	12	12	0	1.0	0.4	0.8714
T7	TPOX	chr2	1491410	11047	10	8	2	0.8	0.31	0.6618
T7	TPOX	chr2	1491661	11298	17	12	5	0.7059	0.44	0.7164
T7	TPOX	chr2	1491820	11457	15	8	7	0.5333	0.55	0.384
T7	TPOX	chr2	1491837	11474	20	10	10	0.5	0.58	0.3454
T7	TPOX	chr2	1491885	11522	19	9	10	0.4737	0.6	0.3959
T7	TPOX	chr2	1491912	11549	16	6	10	0.375	0.59	0.315
T7	TPOX	chr2	1491954	11591	20	1	19	0.05	0.66	0.1982
T7	TPOX	chr2	1491966	11603	17	5	12	0.2941	0.66	0.1333
T7	TPOX	chr2	1491974	11611	18	1	17	0.0556	0.67	0.1104
T7	TPOX	chr2	1492012	11649	8	2	6	0.25	0.63	0.3485
T7	TPOX	chr2	1492176	11813	258	168	90	0.6512	0.42	0.8266
T7	TPOX	chr2	1492223	11860	293	118	175	0.4027	0.58	0.429
T7	TPOX	chr2	1492230	11867	298	108	190	0.3624	0.61	0.3724
T7	TPOX	chr2	1492240	11877	329	124	205	0.3769	0.62	0.3542
T7	TPOX	chr2	1492279	11916	356	95	261	0.2669	0.58	0.1152
T7	TPOX	chr2	1492303	11940	310	245	65	0.7903	0.5	0.7804
T7	TPOX	chr2	1492311	11948	337	217	120	0.6439	0.51	0.6333
T7	TPOX	chr2	1492397	12034	345	147	198	0.4261	0.59	0.4475
T7	TPOX	chr2	1492401	12038	324	169	155	0.5216	0.6	0.5071
T7	TPOX	chr2	1492406	12043	312	155	157	0.4968	0.61	0.484
T7	TPOX	chr2	1492444	12081	235	106	129	0.4511	0.57	0.4536
T7	TPOX	chr2	1492463	12100	21	15	6	0.7143	0.49	0.8254
T7	TPOX	chr2	1492728	12365	13	4	9	0.3077	0.64	0.4649
T7	TPOX	chr2	1492774	12411	20	4	16	0.2	0.6	0.5017
T7	TPOX	chr2	1492820	12457	23	15	8	0.6522	0.59	0.4411
T7	TPOX	chr2	1492857	12494	20	8	12	0.4	0.64	0.2949
T7	TPOX	chr2	1492860	12497	17	9	8	0.5294	0.65	0.565
T7	TPOX	chr2	1492876	12513	14	9	5	0.6429	0.62	0.6119
T7	TPOX	chr2	1492891	12528	19	5	14	0.2632	0.63	0.4538
T7	TPOX	chr2	1492959	12596	19	13	6	0.6842	0.61	0.4546
T7	TPOX	chr2	1492997	12634	15	5	10	0.3333	0.65	0.4663
T7	TPOX	chr2	1493014	12651	19	8	11	0.4211	0.67	0.2586
T7	TPOX	chr2	1493039	12676	19	5	14	0.2632	0.67	0.2053
T7	TPOX	chr2	1493067	12704	24	14	10	0.5833	0.64	0.6172
T7	TPOX	chr2	1493356	12993	21	21	0	1.0	0.47	0.9388
T7	TPOX	chr2	1493418	13055	12	9	3	0.75	0.53	0.7813
T7	TPOX	chr2	1493422	13059	26	17	9	0.6538	0.55	0.6488
T7	TPOX	chr2	1493453	13090	26	16	10	0.6154	0.6	0.6357
T7	TPOX	chr2	1493487	13124	23	14	9	0.6087	0.6	0.7128
T7	TPOX	chr2	1493559	13196	25	12	13	0.48	0.61	0.5557
T7	TPOX	chr2	1493566	13203	28	16	12	0.5714	0.62	0.6084
T7	TPOX	chr2	1493597	13234	26	12	14	0.4615	0.65	0.5994
T7	TPOX	chr2	1493630	13267	29	17	12	0.5862	0.63	0.721
T7	TPOX	chr2	1493634	13271	20	14	6	0.7	0.63	0.7523
T7	TPOX	chr2	1493637	13274	27	14	13	0.5185	0.63	0.523
T7	TPOX	chr2	1493709	13346	24	17	7	0.7083	0.6	0.5469
T7	TPOX	chr2	1493721	13358	24	19	5	0.7917	0.58	0.8122
T7	TPOX	chr2	1493827	13464	12	3	9	0.25	0.65	0.5723
T7	TPOX	chr2	1493837	13474	15	4	11	0.2667	0.65	0.6676
T7	TPOX	chr2	1493851	13488	15	9	6	0.6	0.65	0.4794
T7	TPOX	chr2	1493872	13509	24	13	11	0.5417	0.64	0.7341
T7	TPOX	chr2	1493884	13521	21	10	11	0.4762	0.61	0.726
T7	TPOX	chr2	1493890	13527	17	13	4	0.7647	0.6	0.6315
T7	TPOX	chr2	1493929	13566	27	18	9	0.6667	0.56	0.5795
T7	TPOX	chr2	1493975	13612	30	20	10	0.6667	0.57	0.612
T7	TPOX	chr2	1494026	13663	6	4	2	0.6667	0.57	0.6316
T7	TPOX	chr2	1494031	13668	25	9	16	0.36	0.57	0.5853
T7	TPOX	chr2	1494043	13680	15	9	6	0.6	0.57	0.5169
T7	TPOX	chr2	1494058	13695	18	8	10	0.4444	0.56	0.4354
T7	TPOX	chr2	1494070	13707	14	9	5	0.6429	0.59	0.6011
T7	TPOX	chr2	1494096	13733	17	9	8	0.5294	0.562	0.4929
T7	TPOX	chr2	1494134	13771	8	6	2	0.75	0.586	0.5432
T8	PentaD	chr21	43627723	161	35	33	2	0.9429	0.35	0.9849
T8	PentaD	chr21	43628053	491	44	37	7	0.8409	0.41	0.8572
T8	PentaD	chr21	43628111	549	41	40	1	0.9756	0.4	0.9108
T8	PentaD	chr21	43628290	728	51	47	4	0.9216	0.38	0.9046
T8	PentaD	chr21	43628338	776	28	23	5	0.8214	0.37	0.8305
T8	PentaD	chr21	43628568	1006	40	40	0	1.0	0.42	1.0
T8	PentaD	chr21	43628636	1074	42	37	5	0.881	0.43	0.7747
T8	PentaD	chr21	43628681	1119	50	49	1	0.98	0.43	0.9938
T8	PentaD	chr21	43628701	1139	47	42	5	0.8936	0.4	0.8667
T8	PentaD	chr21	43628720	1158	47	45	2	0.9574	0.45	1.0
T8	PentaD	chr21	43628794	1232	32	24	8	0.75	0.43	0.8252
T8	PentaD	chr21	43629173	1611	29	26	3	0.8966	0.36	0.8681
T8	PentaD	chr21	43629291	1729	201	164	37	0.8159	0.48	0.8648
T8	PentaD	chr21	43629433	1871	778	583	195	0.7494	0.49	0.7621
T8	PentaD	chr21	43629513	1951	700	461	239	0.6586	0.52	0.7034
T8	PentaD	chr21	43629521	1959	673	527	146	0.7831	0.5	0.845
T8	PentaD	chr21	43629524	1962	692	482	210	0.6965	0.5	0.7274
T8	PentaD	chr21	43629603	2041	30	21	9	0.7	0.38	0.6217
T8	PentaD	chr21	43629677	2115	35	27	8	0.7714	0.39	0.8148
T8	PentaD	chr21	43630045	2483	24	18	6	0.75	0.45	0.7479
T8	PentaD	chr21	43630309	2747	24	17	7	0.7083	0.49	0.6195
T8	PentaD	chr21	43630323	2761	15	12	3	0.8	0.5	0.8547
T8	PentaD	chr21	43630343	2781	15	13	2	0.8667	0.51	0.6795
T8	PentaD	chr21	43630365	2803	34	16	18	0.4706	0.47	0.6139
T8	PentaD	chr21	43630388	2826	28	24	4	0.8571	0.45	0.7421
T8	PentaD	chr21	43630395	2833	17	11	6	0.6471	0.42	0.7968
T8	PentaD	chr21	43630667	3105	21	19	2	0.9048	0.4	0.7558
T8	PentaD	chr21	43631267	3705	24	22	2	0.9167	0.46	1.0
T8	PentaD	chr21	43631303	3741	23	21	2	0.913	0.53	0.8492
T8	PentaD	chr21	43631327	3765	27	18	9	0.6667	0.55	0.5965
T8	PentaD	chr21	43631373	3811	29	12	17	0.4138	0.56	0.6374
T8	PentaD	chr21	43631380	3818	21	16	5	0.7619	0.55	0.6663
T8	PentaD	chr21	43631446	3884	23	18	5	0.7826	0.56	0.5603
T8	PentaD	chr21	43631504	3942	14	7	7	0.5	0.55	0.6204
T8	PentaD	chr21	43631506	3944	12	6	6	0.5	0.55	0.6892
T8	PentaD	chr21	43631685	4123	23	20	3	0.8696	0.44	0.8497
T8	PentaD	chr21	43631854	4292	19	16	3	0.8421	0.51	1.0
T8	PentaD	chr21	43631870	4308	13	10	3	0.7692	0.58	0.64
T8	PentaD	chr21	43631878	4316	16	13	3	0.8125	0.57	0.5907
T8	PentaD	chr21	43631914	4352	19	10	9	0.5263	0.59	0.475
T8	PentaD	chr21	43631928	4366	17	14	3	0.8235	0.62	0.7026
T8	PentaD	chr21	43631977	4415	20	7	13	0.35	0.6	0.4495
T8	PentaD	chr21	43632046	4484	22	11	11	0.5	0.61	0.4895
T8	PentaD	chr21	43632063	4501	10	6	4	0.6	0.61	0.591
T8	PentaD	chr21	43632079	4517	10	5	5	0.5	0.64	0.6261
T8	PentaD	chr21	43632097	4535	7	1	6	0.1429	0.64	0.585
T8	PentaD	chr21	43632114	4552	24	15	9	0.625	0.59	0.5396
T8	PentaD	chr21	43632134	4572	23	16	7	0.6957	0.6	0.5753
T8	PentaD	chr21	43632172	4610	19	11	8	0.5789	0.55	0.4678
T8	PentaD	chr21	43632216	4654	10	7	3	0.7	0.56	0.53
T8	PentaD	chr21	43632268	4706	19	12	7	0.6316	0.59	0.5866
T8	PentaD	chr21	43632311	4749	22	12	10	0.5455	0.59	0.4723
T8	PentaD	chr21	43632359	4797	21	13	8	0.619	0.63	0.4653
T8	PentaD	chr21	43632375	4813	26	8	18	0.3077	0.62	0.3799
T8	PentaD	chr21	43632480	4918	12	8	4	0.6667	0.48	0.631
T8	PentaD	chr21	43632749	5187	23	15	8	0.6522	0.38	0.8635
T8	PentaD	chr21	43632815	5253	19	15	4	0.7895	0.51	0.7431
T8	PentaD	chr21	43632834	5272	24	19	5	0.7917	0.48	0.7062
T8	PentaD	chr21	43633125	5563	14	8	6	0.5714	0.34	0.6843
T8	PentaD	chr21	43633292	5730	20	14	6	0.7	0.54	0.7744
T8	PentaD	chr21	43633332	5770	19	6	13	0.3158	0.55	0.3953
T8	PentaD	chr21	43633386	5824	10	7	3	0.7	0.48	0.7376
T8	PentaD	chr21	43633405	5843	25	17	8	0.68	0.39	0.6367
T8	PentaD	chr21	43633746	6184	19	18	1	0.9474	0.43	0.7976
T8	PentaD	chr21	43633850	6288	19	16	3	0.8421	0.48	0.816
T8	PentaD	chr21	43633944	6382	23	20	3	0.8696	0.32	0.8218
T8	PentaD	chr21	43634252	6690	16	7	9	0.4375	0.55	0.6549
T8	PentaD	chr21	43634288	6726	12	6	6	0.5	0.56	0.6654
T8	PentaD	chr21	43634651	7089	15	12	3	0.8	0.44	0.8429
T8	PentaD	chr21	43634684	7122	18	17	1	0.9444	0.42	0.8637
T8	PentaD	chr21	43634769	7207	21	20	1	0.9524	0.43	0.9318
T8	PentaD	chr21	43634831	7269	11	10	1	0.9091	0.41	1.0
T8	PentaD	chr21	43634962	7400	14	13	1	0.9286	0.44	0.9506
T8	PentaD	chr21	43635048	7486	13	13	0	1.0	0.37	0.963
T8	PentaD	chr21	43635448	7886	16	10	6	0.625	0.35	0.7494
T8	PentaD	chr21	43635590	8028	23	20	3	0.8696	0.3	0.6324
T8	PentaD	chr21	43635638	8076	58	45	13	0.7759	0.43	0.8357
T8	PentaD	chr21	43635644	8082	64	46	18	0.7188	0.45	0.6675
T8	PentaD	chr21	43635745	8183	136	89	47	0.6544	0.47	0.6323
T8	PentaD	chr21	43635787	8225	98	77	21	0.7857	0.49	0.7639
T8	PentaD	chr21	43635821	8259	162	78	84	0.4815	0.6	0.3694
T8	PentaD	chr21	43635843	8281	168	70	98	0.4167	0.59	0.3582
T8	PentaD	chr21	43635863	8301	145	56	89	0.3862	0.64	0.4334
T8	PentaD	chr21	43635877	8315	172	64	108	0.3721	0.63	0.3206
T8	PentaD	chr21	43635883	8321	168	82	86	0.4881	0.6	0.4518
T8	PentaD	chr21	43635915	8353	161	133	28	0.8261	0.48	0.9382
T8	PentaD	chr21	43635998	8436	21	11	10	0.5238	0.55	0.3677
T8	PentaD	chr21	43636007	8445	30	21	9	0.7	0.52	0.6847
T8	PentaD	chr21	43636121	8559	16	10	6	0.625	0.53	0.7209
T8	PentaD	chr21	43636275	8713	18	10	8	0.5556	0.22	0.6732
T8	PentaD	chr21	43636329	8767	24	16	8	0.6667	0.27	0.6254
T8	PentaD	chr21	43636469	8907	18	17	1	0.9444	0.31	0.5795
T8	PentaD	chr21	43636623	9061	24	22	2	0.9167	0.46	0.7469
T8	PentaD	chr21	43636627	9065	13	8	5	0.6154	0.45	0.6765
T8	PentaD	chr21	43636629	9067	16	14	2	0.875	0.46	0.8522
T8	PentaD	chr21	43636657	9095	126	85	41	0.6746	0.54	0.684
T8	PentaD	chr21	43636666	9104	135	64	71	0.4741	0.57	0.4283
T8	PentaD	chr21	43636760	9198	139	108	31	0.777	0.47	0.7997
T8	PentaD	chr21	43636839	9277	137	53	84	0.3869	0.59	0.5063
T8	PentaD	chr21	43636870	9308	123	90	33	0.7317	0.45	0.7565
T8	PentaD	chr21	43636876	9314	109	92	17	0.844	0.42	0.7774
T8	PentaD	chr21	43636884	9322	126	107	19	0.8492	0.38	0.7335
T8	PentaD	chr21	43636939	9377	16	13	3	0.8125	0.24	0.777
T8	PentaD	chr21	43636943	9381	19	16	3	0.8421	0.25	0.7154
T8	PentaD	chr21	43637010	9448	16	15	1	0.9375	0.45	0.853
T8	PentaD	chr21	43637014	9452	16	11	5	0.6875	0.48	0.8532
T8	PentaD	chr21	43637026	9464	38	30	8	0.7895	0.51	0.6531
T8	PentaD	chr21	43637059	9497	29	15	14	0.5172	0.6	0.5184
T8	PentaD	chr21	43637086	9524	32	29	3	0.9062	0.54	0.8771
T8	PentaD	chr21	43637109	9547	30	27	3	0.9	0.46	0.9157
